Hours Studied;Previous Scores;Extracurricular Activities;Sleep Hours;Sample Question Papers Practiced;Performance Index
6;98;No;7;7;89.00.00
9;79;No;4;5;73.00.00
2;42;Yes;4;7;19.00
6;41;Yes;9;1;33.00.00
2;99;No;4;9;75.00.00
4;77;No;7;7;59.00.00
8;87;No;5;5;79.00.00
7;91;No;7;0;82.00.00
9;63;Yes;7;0;58.00.00
7;68;No;6;9;61.00.00
1;86;Yes;4;4;59.00.00
2;85;No;8;6;63.00.00
6;73;No;9;3;60.00.00
7;59;Yes;5;9;55.00.00
3;57;Yes;8;4;38.00.00
9;53;Yes;6;9;49.00.00
7;57;Yes;6;2;48.00.00
6;41;No;5;1;24.00.00
6;40;Yes;8;1;27.00.00
1;59;Yes;5;4;34.00.00
5;73;Yes;5;3;59.00.00
3;80;No;4;1;60.00.00
7;80;No;8;4;75.00.00
3;87;Yes;4;9;67.00.00
5;50;No;4;8;36.00.00
7;66;No;9;7;60.00.00
3;62;Yes;4;8;43.00.00
2;77;No;7;8;52.00.00
6;83;Yes;6;7;73.00.00
8;42;Yes;6;8;36.00.00
4;51;Yes;7;3;37.00.00
9;69;No;5;7;66.00.00
8;70;Yes;8;1;64.00.00
7;62;No;8;8;54.00.00
7;40;No;8;8;31.00.00
3;80;No;4;2;59.00.00
6;59;No;8;5;49.00.00
5;93;Yes;8;6;80.00.00
1;45;Yes;8;2;19.00
3;50;No;6;4;27.00.00
1;74;Yes;7;0;51.00.00
4;43;No;9;2;25.00.00
3;68;No;5;7;48.00.00
4;98;Yes;7;2;82.00.00
9;49;No;8;7;47.00.00
3;90;Yes;5;8;70.00.00
6;68;No;5;5;57.00.00
6;77;No;7;6;69.00.00
7;40;No;7;5;32.00.00
9;79;No;7;7;78.00.00
7;47;Yes;9;6;41.00.00
1;96;No;7;9;72.00.00
8;77;No;9;0;71.00.00
5;56;Yes;4;2;44.00.00
9;58;No;6;2;57.00.00
5;72;No;9;2;57.00.00
5;54;No;6;3;41.00.00
2;84;No;8;0;62.00.00
3;70;No;4;1;48.00.00
9;60;No;5;4;59.00.00
7;42;Yes;7;5;34.00.00
1;41;No;8;8;17.00
3;74;Yes;5;1;54.00.00
2;80;No;6;8;55.00.00
1;98;Yes;5;6;73.00.00
9;55;Yes;7;8;50.00.00
8;95;Yes;7;3;91.00.00
5;84;Yes;9;6;73.00.00
2;90;No;9;0;70.00.00
1;98;No;6;7;74.00.00
7;89;No;7;6;86.00.00
2;60;Yes;4;6;34.00.00
1;51;Yes;8;1;25.00.00
2;67;Yes;6;9;47.00.00
7;51;Yes;6;8;45.00.00
7;72;Yes;5;7;62.00.00
6;59;Yes;6;0;49.00.00
5;79;Yes;8;0;62.00.00
3;88;No;4;4;65.00.00
3;60;Yes;5;1;40.00.00
9;99;No;8;0;97.00.00
4;91;No;9;9;79.00.00
9;93;Yes;6;7;93.00.00
4;78;Yes;7;3;60.00.00
2;80;Yes;9;1;61.00.00
4;88;Yes;7;4;73.00.00
6;98;No;8;5;89.00.00
6;81;Yes;4;7;71.00.00
5;75;No;7;6;61.00.00
1;61;Yes;8;6;39.00.00
3;65;No;5;0;44.00.00
5;46;No;6;2;32.00.00
6;46;No;4;2;35.00.00
1;47;No;4;6;20.00
9;65;No;5;1;62.00.00
3;63;Yes;4;9;42.00.00
3;63;Yes;8;6;43.00.00
2;79;Yes;4;8;56.00.00
8;87;No;4;0;79.00.00
3;51;Yes;4;1;30.00.00
6;86;No;8;5;73.00.00
2;47;No;9;1;25.00.00
7;93;Yes;6;1;84.00.00
4;48;No;7;4;27.00.00
9;42;Yes;9;6;41.00.00
9;93;No;4;3;92.00.00
7;60;Yes;5;5;53.00.00
8;70;No;5;2;63.00.00
3;87;Yes;8;3;67.00.00
5;86;Yes;6;3;74.00.00
2;63;No;4;3;37.00.00
7;43;No;8;0;33.00.00
8;59;No;7;3;58.00.00
9;55;Yes;6;3;55.00.00
7;49;Yes;6;5;40.00.00
8;82;No;8;8;79.00.00
9;65;Yes;9;9;68.00.00
6;68;Yes;5;5;57.00.00
2;44;No;9;5;20.00
2;50;Yes;6;6;28.00.00
4;68;Yes;5;6;50.00.00
9;84;Yes;6;0;80.00.00
7;54;No;6;7;44.00.00
2;45;Yes;6;0;19.00
8;87;No;7;8;81.00.00
7;54;Yes;5;3;46.00.00
9;82;Yes;7;8;83.00.00
8;59;Yes;5;7;58.00.00
3;73;Yes;7;8;53.00.00
1;99;Yes;7;5;73.00.00
2;99;No;7;8;79.00.00
2;41;Yes;8;3;15.00
4;83;Yes;7;2;62.00.00
6;55;Yes;9;2;46.00.00
4;58;Yes;9;7;41.00.00
9;73;No;6;1;68.00.00
4;88;Yes;4;5;72.00.00
6;53;Yes;7;8;43.00.00
6;63;Yes;4;8;51.00.00
1;67;Yes;4;7;38.00.00
8;87;No;6;7;80.00.00
3;71;No;4;0;48.00.00
6;76;Yes;4;6;63.00.00
3;49;Yes;9;0;31.00.00
2;88;Yes;4;8;66.00.00
5;84;Yes;5;2;69.00.00
1;87;Yes;7;0;62.00.00
9;48;No;7;7;49.00.00
7;63;No;4;6;54.00.00
3;75;Yes;6;1;57.00.00
4;95;Yes;5;6;77.00.00
6;68;Yes;6;4;56.00.00
3;99;No;6;6;79.00.00
7;68;Yes;4;9;60.00.00
6;97;Yes;8;6;88.00.00
9;87;No;4;1;83.00.00
5;62;No;9;1;43.00.00
4;66;Yes;8;6;48.00.00
3;70;Yes;5;2;50.00.00
1;82;Yes;8;3;61.00.00
3;46;Yes;4;6;24.00.00
3;88;No;4;1;71.00.00
7;93;No;6;1;81.00.00
7;84;Yes;4;8;76.00.00
1;43;No;9;0;17.00
3;53;Yes;4;2;30.00.00
8;81;No;7;9;78.00.00
9;81;Yes;7;3;78.00.00
7;49;Yes;6;4;37.00.00
7;98;No;8;2;86.00.00
8;83;No;8;8;77.00.00
6;73;No;7;4;63.00.00
3;65;No;9;6;46.00.00
1;62;No;5;6;38.00.00
7;48;Yes;9;8;41.00.00
1;76;Yes;7;1;51.00.00
1;47;No;9;2;24.00.00
9;92;Yes;5;3;88.00.00
7;53;Yes;8;7;50.00.00
4;46;Yes;7;0;30.00.00
6;46;Yes;4;8;32.00.00
1;48;No;5;4;18.00
7;42;Yes;5;3;29.00.00
6;53;Yes;5;7;41.00.00
4;56;Yes;8;8;37.00.00
7;89;Yes;9;2;85.00.00
3;83;No;6;3;67.00.00
1;61;Yes;4;0;30.00.00
4;85;Yes;7;2;69.00.00
3;65;Yes;9;9;43.00.00
1;97;No;5;4;72.00.00
2;67;No;8;7;47.00.00
5;84;Yes;5;0;69.00.00
8;53;Yes;9;0;48.00.00
1;48;No;7;2;20.00
4;90;Yes;4;8;73.00.00
4;65;No;5;8;49.00.00
5;41;Yes;8;0;26.00.00
7;50;Yes;8;3;44.00.00
8;56;No;6;7;49.00.00
6;73;Yes;8;1;61.00.00
1;58;Yes;6;3;28.00.00
7;78;Yes;4;6;74.00.00
3;57;No;7;6;33.00.00
6;52;No;6;4;42.00.00
8;44;Yes;5;6;39.00.00
7;89;Yes;9;5;82.00.00
6;62;Yes;5;1;48.00.00
9;97;Yes;7;8;95.00.00
9;95;No;8;4;92.00.00
1;63;No;9;1;36.00.00
1;68;No;5;5;37.00.00
1;87;Yes;9;9;65.00.00
8;86;Yes;6;4;82.00.00
7;47;No;7;1;37.00.00
3;65;Yes;5;9;45.00.00
2;54;Yes;8;9;34.00.00
4;96;No;9;6;78.00.00
3;40;Yes;8;9;18.00
7;67;No;9;1;59.00.00
8;88;Yes;5;6;82.00.00
6;86;Yes;7;5;75.00.00
3;85;Yes;4;3;65.00.00
6;53;Yes;5;3;40.00.00
2;81;Yes;8;5;60.00.00
7;73;No;4;8;67.00.00
7;98;No;7;9;95.00.00
4;70;Yes;8;5;56.00.00
8;45;Yes;7;5;35.00.00
4;88;No;9;0;73.00.00
7;44;No;5;4;37.00.00
4;70;Yes;7;0;53.00.00
5;76;No;8;8;62.00.00
7;54;No;5;9;44.00.00
3;54;No;8;3;36.00.00
5;91;Yes;8;1;76.00.00
3;82;No;4;8;60.00.00
5;44;No;6;5;28.00.00
3;67;No;7;9;48.00.00
7;72;No;7;2;62.00.00
1;50;Yes;4;1;19.00
9;82;No;9;5;80.00.00
9;45;No;7;9;46.00.00
5;62;No;4;5;47.00.00
9;79;Yes;7;8;79.00.00
6;41;Yes;7;4;27.00.00
5;54;Yes;8;8;43.00.00
3;62;No;4;4;43.00.00
8;61;No;9;1;56.00.00
4;48;No;7;0;27.00.00
3;86;Yes;9;8;70.00.00
6;79;No;6;9;70.00.00
8;69;No;4;6;61.00.00
9;55;Yes;4;2;53.00.00
6;98;No;4;5;87.00.00
5;85;No;8;9;68.00.00
2;86;Yes;4;3;61.00.00
2;91;Yes;8;8;70.00.00
9;69;Yes;6;1;65.00.00
2;84;Yes;5;3;61.00.00
2;48;Yes;8;0;27.00.00
3;40;No;7;6;22.00
3;98;Yes;4;3;81.00.00
4;77;No;5;4;60.00.00
7;47;No;8;0;41.00.00
9;98;Yes;9;1;98.00.00
2;98;Yes;9;3;79.00.00
4;91;No;7;1;77.00.00
9;57;No;5;0;51.00.00
2;66;No;6;9;43.00.00
1;57;Yes;8;0;27.00.00
8;71;No;9;5;69.00.00
9;97;Yes;9;1;98.00.00
7;88;No;8;2;80.00.00
8;71;No;9;4;68.00.00
4;92;No;6;2;76.00.00
4;87;Yes;9;5;72.00.00
2;84;Yes;8;6;64.00.00
8;93;No;4;9;87.00.00
2;75;No;9;5;53.00.00
9;75;No;8;1;71.00.00
4;60;Yes;4;8;40.00.00
1;85;Yes;9;1;58.00.00
4;71;Yes;9;5;55.00.00
3;70;Yes;8;8;50.00.00
6;76;Yes;7;8;64.00.00
7;55;No;7;1;44.00.00
8;85;No;5;8;79.00.00
2;85;No;7;7;65.00.00
6;53;Yes;6;6;37.00.00
6;96;No;5;7;85.00.00
5;63;Yes;7;9;48.00.00
7;64;Yes;4;7;55.00.00
3;85;No;8;0;64.00.00
4;90;No;7;8;74.00.00
9;74;Yes;4;5;67.00.00
4;56;Yes;5;0;38.00.00
3;85;No;8;0;65.00.00
2;81;Yes;7;6;60.00.00
5;84;Yes;5;9;72.00.00
4;93;Yes;7;1;73.00.00
8;43;No;5;5;34.00.00
7;50;Yes;7;4;45.00.00
6;86;Yes;4;4;75.00.00
2;54;Yes;6;9;28.00.00
3;69;Yes;4;5;48.00.00
9;63;Yes;8;7;64.00.00
9;41;Yes;7;4;42.00.00
5;82;Yes;6;7;72.00.00
3;73;No;6;4;52.00.00
2;62;No;8;9;40.00.00
8;70;No;8;5;61.00.00
6;76;Yes;6;7;66.00.00
7;52;No;8;1;43.00.00
1;72;No;8;6;49.00.00
1;46;Yes;7;2;16.00
2;71;No;4;8;46.00.00
3;46;Yes;9;9;28.00.00
1;81;Yes;5;6;57.00.00
5;77;Yes;6;2;62.00.00
3;91;No;5;7;76.00.00
1;83;Yes;6;9;56.00.00
8;52;No;6;1;44.00.00
6;63;Yes;4;9;49.00.00
9;67;Yes;6;7;64.00.00
3;71;No;6;6;52.00.00
9;82;Yes;4;4;79.00.00
9;57;No;8;3;52.00.00
1;73;Yes;9;9;52.00.00
3;87;Yes;5;9;71.00.00
6;73;Yes;6;0;59.00.00
8;90;Yes;4;3;90.00.00
4;77;Yes;6;5;58.00.00
5;40;Yes;4;5;25.00.00
9;82;Yes;5;1;78.00.00
6;89;Yes;7;8;77.00.00
7;81;No;8;0;73.00.00
7;70;No;7;3;61.00.00
4;89;No;4;3;71.00.00
4;99;Yes;6;1;82.00.00
4;40;No;8;7;25.00.00
5;90;No;5;1;76.00.00
5;55;Yes;9;1;39.00.00
8;97;No;8;1;91.00.00
9;78;Yes;6;0;73.00.00
2;54;No;7;4;34.00.00
7;72;No;4;3;64.00.00
1;62;No;7;1;36.00.00
1;92;No;8;0;67.00.00
4;80;No;9;0;63.00.00
7;73;Yes;6;1;64.00.00
2;56;No;4;0;29.00.00
2;64;Yes;6;8;41.00.00
1;95;No;6;1;70.00.00
2;81;Yes;9;2;57.00.00
7;45;No;8;8;36.00.00
9;70;No;7;4;67.00.00
6;44;No;6;7;29.00.00
2;79;No;6;6;58.00.00
9;79;No;6;5;77.00.00
7;69;Yes;4;1;60.00.00
1;44;No;6;3;16.00
9;51;No;6;8;50.00.00
2;46;Yes;8;6;25.00.00
4;84;No;6;2;68.00.00
9;52;No;9;5;52.00.00
4;88;No;9;7;72.00.00
3;43;No;6;7;21.00
1;89;No;9;7;63.00.00
7;81;Yes;8;7;74.00.00
6;42;No;4;9;24.00.00
4;51;Yes;9;5;33.00.00
6;40;No;9;9;29.00.00
6;66;No;7;2;53.00.00
4;82;Yes;8;8;68.00.00
6;89;No;9;2;75.00.00
8;52;No;4;3;41.00.00
3;56;Yes;7;9;34.00.00
4;47;No;6;0;29.00.00
1;71;No;8;1;44.00.00
4;59;Yes;9;5;42.00.00
9;90;Yes;6;0;90.00.00
8;56;No;8;8;52.00.00
4;73;No;7;7;55.00.00
7;74;No;9;1;63.00.00
3;74;Yes;4;1;56.00.00
9;77;Yes;8;7;76.00.00
4;81;No;4;7;62.00.00
2;63;No;6;0;39.00.00
5;93;No;6;4;78.00.00
2;57;Yes;7;1;35.00.00
6;89;Yes;7;0;74.00.00
1;85;Yes;5;2;58.00.00
6;87;No;5;2;72.00.00
4;78;No;7;9;62.00.00
3;72;No;9;8;52.00.00
2;88;Yes;6;9;65.00.00
7;62;No;4;0;50.00.00
9;64;Yes;7;1;61.00.00
3;76;No;9;8;57.00.00
6;66;Yes;4;4;51.00.00
9;40;No;5;8;37.00.00
2;60;No;4;5;40.00.00
7;98;Yes;7;9;91.00.00
5;88;No;6;9;77.00.00
5;49;Yes;7;2;31.00.00
7;70;No;8;7;61.00.00
9;83;No;9;8;85.00.00
4;64;No;9;1;47.00.00
9;59;Yes;9;8;57.00.00
9;96;No;8;3;95.00.00
4;41;Yes;8;7;23.00
3;94;No;6;4;74.00.00
2;87;No;9;5;67.00.00
9;54;Yes;7;3;52.00.00
2;67;No;8;4;50.00.00
6;52;No;7;0;38.00.00
5;89;Yes;5;2;76.00.00
5;99;Yes;9;3;88.00.00
4;91;No;8;0;73.00.00
6;93;Yes;8;2;81.00.00
5;53;Yes;6;3;41.00.00
4;89;No;7;8;72.00.00
9;41;Yes;6;2;39.00.00
6;73;Yes;6;2;62.00.00
3;74;No;7;3;54.00.00
6;76;Yes;5;8;68.00.00
1;64;Yes;7;8;40.00.00
5;87;No;5;0;72.00.00
6;93;No;6;7;83.00.00
8;54;Yes;5;9;49.00.00
9;51;No;9;0;47.00.00
3;48;Yes;5;1;27.00.00
2;97;Yes;5;9;76.00.00
4;70;Yes;8;4;55.00.00
8;53;Yes;8;5;49.00.00
8;68;No;6;1;69.00.00
3;92;No;7;9;72.00.00
4;87;Yes;5;4;66.00.00
3;82;No;9;2;62.00.00
2;77;Yes;8;6;55.00.00
4;81;Yes;7;0;65.00.00
6;99;No;9;4;88.00.00
5;47;No;5;2;32.00.00
3;87;Yes;7;1;66.00.00
2;42;No;9;2;20.00
9;41;Yes;4;9;35.00.00
1;55;No;9;3;30.00.00
9;58;No;9;1;54.00.00
1;69;Yes;5;1;42.00.00
7;80;No;7;2;67.00.00
6;55;No;5;1;43.00.00
7;70;Yes;5;5;60.00.00
3;93;Yes;4;1;72.00.00
3;97;Yes;9;0;79.00.00
1;67;Yes;7;7;41.00.00
4;43;Yes;6;9;25.00.00
2;49;Yes;8;3;23.00
8;90;No;5;1;82.00.00
3;84;Yes;5;3;67.00.00
7;57;Yes;5;1;48.00.00
7;86;Yes;5;4;74.00.00
9;71;No;8;6;70.00.00
6;69;Yes;6;5;60.00.00
1;75;Yes;4;1;46.00.00
8;48;No;6;3;41.00.00
1;75;No;8;7;50.00.00
3;68;Yes;7;6;49.00.00
5;55;No;4;6;40.00.00
8;67;No;4;3;61.00.00
9;60;Yes;7;0;56.00.00
7;86;Yes;9;6;82.00.00
9;95;Yes;5;5;88.00.00
3;41;No;8;7;19.00
5;99;Yes;7;4;89.00.00
8;98;No;6;7;92.00.00
1;85;Yes;6;9;62.00.00
8;74;No;9;7;70.00.00
7;93;Yes;7;8;88.00.00
1;67;No;8;0;42.00.00
6;94;Yes;9;2;89.00.00
1;75;Yes;9;5;51.00.00
2;70;Yes;9;3;48.00.00
5;72;No;4;7;59.00.00
2;62;No;4;9;40.00.00
1;99;Yes;5;0;71.00.00
6;80;No;8;4;71.00.00
8;56;Yes;6;3;50.00.00
8;85;No;6;0;78.00.00
8;88;Yes;5;9;84.00.00
6;40;No;6;5;29.00.00
3;81;No;9;9;63.00.00
1;62;No;5;2;34.00.00
2;87;No;5;4;68.00.00
5;66;No;7;5;52.00.00
5;64;Yes;4;3;51.00.00
1;71;No;8;9;46.00.00
1;58;No;8;9;32.00.00
9;63;No;4;5;61.00.00
2;96;No;9;6;74.00.00
7;42;Yes;8;1;29.00.00
4;99;No;6;6;82.00.00
7;51;No;6;6;43.00.00
8;74;Yes;8;1;67.00.00
5;54;Yes;7;2;38.00.00
1;56;No;8;2;30.00.00
4;89;Yes;5;0;69.00.00
3;71;No;9;0;52.00.00
5;46;No;5;9;33.00.00
6;58;Yes;4;5;48.00.00
2;46;No;9;8;23.00
7;44;Yes;9;8;41.00.00
3;97;Yes;6;0;78.00.00
1;79;No;9;6;53.00.00
3;60;No;7;5;39.00.00
9;87;Yes;8;3;84.00.00
6;87;No;5;2;70.00.00
6;90;Yes;6;8;83.00.00
4;96;Yes;6;9;81.00.00
8;86;Yes;7;4;82.00.00
5;46;Yes;7;7;33.00.00
7;76;No;7;3;64.00.00
9;62;No;7;3;59.00.00
5;50;No;5;5;36.00.00
5;49;No;7;5;36.00.00
4;96;No;6;2;81.00.00
6;60;No;6;1;47.00.00
2;94;Yes;9;8;69.00.00
3;98;No;8;1;80.00.00
1;80;Yes;6;8;55.00.00
2;72;Yes;6;7;54.00.00
2;59;Yes;5;9;40.00.00
8;72;No;9;6;70.00.00
8;79;Yes;6;4;71.00.00
2;74;No;4;2;47.00.00
6;73;Yes;6;1;62.00.00
5;75;No;8;7;59.00.00
3;66;No;8;1;48.00.00
5;58;No;9;7;47.00.00
5;82;No;9;4;72.00.00
5;44;No;7;8;32.00.00
3;68;Yes;5;3;47.00.00
3;95;No;8;7;76.00.00
4;49;No;4;6;29.00.00
7;95;Yes;4;7;87.00.00
2;98;No;7;4;71.00.00
4;94;No;5;1;75.00.00
4;79;No;5;6;63.00.00
1;52;No;9;2;28.00.00
8;68;No;6;9;64.00.00
1;44;Yes;4;9;16.00
8;97;No;4;9;89.00.00
7;97;Yes;4;9;90.00.00
9;98;No;4;1;91.00.00
8;51;Yes;8;2;43.00.00
5;98;Yes;5;3;84.00.00
8;52;Yes;6;9;47.00.00
3;61;No;8;6;47.00.00
7;79;No;5;9;71.00.00
4;54;Yes;7;0;37.00.00
5;52;No;4;5;35.00.00
9;40;No;6;5;38.00.00
7;93;Yes;5;7;85.00.00
4;77;No;7;1;58.00.00
6;82;Yes;4;1;69.00.00
7;84;No;7;0;74.00.00
9;92;Yes;7;2;89.00.00
4;91;No;8;6;80.00.00
3;40;No;7;7;21.00
8;50;Yes;8;6;45.00.00
1;97;Yes;9;8;74.00.00
9;82;No;8;7;77.00.00
1;79;Yes;7;7;51.00.00
2;61;Yes;5;1;38.00.00
8;74;Yes;7;0;69.00.00
9;99;Yes;7;5;98.00.00
7;90;Yes;5;6;85.00.00
3;83;No;4;5;62.00.00
7;45;Yes;6;6;38.00.00
6;67;Yes;9;7;57.00.00
2;70;Yes;4;1;41.00.00
3;94;Yes;7;0;76.00.00
5;47;No;4;9;30.00.00
4;44;Yes;6;7;28.00.00
2;81;No;4;7;56.00.00
4;93;No;6;7;77.00.00
8;87;Yes;4;9;85.00.00
5;83;Yes;8;6;72.00.00
5;56;No;7;1;42.00.00
3;77;No;6;3;56.00.00
8;48;No;9;8;43.00.00
6;49;Yes;7;7;38.00.00
2;59;No;8;3;38.00.00
2;53;Yes;4;7;30.00.00
9;53;No;7;9;52.00.00
7;65;No;4;5;55.00.00
9;68;Yes;4;8;67.00.00
6;88;Yes;7;0;78.00.00
5;66;No;6;5;51.00.00
1;64;Yes;6;3;39.00.00
6;55;Yes;7;2;46.00.00
6;75;No;6;4;67.00.00
3;73;Yes;5;9;52.00.00
3;55;Yes;4;7;36.00.00
3;72;No;7;9;54.00.00
3;42;No;9;5;25.00.00
7;62;Yes;8;0;53.00.00
2;50;Yes;7;5;28.00.00
2;87;Yes;7;6;64.00.00
3;97;No;4;5;77.00.00
7;57;No;8;2;46.00.00
3;86;Yes;4;8;69.00.00
7;80;Yes;9;9;74.00.00
9;83;Yes;6;9;85.00.00
4;68;No;7;3;49.00.00
7;98;No;4;4;89.00.00
9;89;Yes;9;4;88.00.00
8;44;Yes;9;2;40.00.00
8;63;Yes;5;1;58.00.00
9;68;Yes;7;7;63.00.00
5;68;No;9;6;57.00.00
5;99;Yes;6;4;87.00.00
3;65;Yes;4;0;40.00.00
5;79;No;4;9;67.00.00
8;42;Yes;5;0;32.00.00
5;41;Yes;6;7;27.00.00
4;64;Yes;9;3;47.00.00
8;58;Yes;5;3;51.00.00
7;79;Yes;9;8;72.00.00
6;41;Yes;9;1;31.00.00
5;58;No;7;4;42.00.00
5;40;Yes;8;5;28.00.00
2;66;No;9;5;45.00.00
4;93;No;4;9;75.00.00
8;84;No;9;2;81.00.00
8;94;No;5;9;88.00.00
1;91;Yes;9;5;67.00.00
2;88;Yes;4;9;62.00.00
5;74;Yes;4;9;59.00.00
9;80;Yes;5;4;75.00.00
7;44;No;4;7;30.00.00
5;77;No;6;3;62.00.00
1;43;No;6;9;17.00
6;56;Yes;8;9;47.00.00
8;92;No;6;2;87.00.00
7;60;Yes;5;5;51.00.00
2;92;No;9;9;72.00.00
5;87;Yes;6;8;76.00.00
4;70;No;8;7;56.00.00
9;87;No;7;9;86.00.00
1;61;Yes;7;7;37.00.00
6;50;No;5;2;35.00.00
3;73;No;8;0;54.00.00
9;88;Yes;6;2;83.00.00
5;54;No;8;2;40.00.00
6;89;No;4;5;78.00.00
9;49;No;8;2;47.00.00
9;77;No;6;1;68.00.00
8;71;Yes;5;8;67.00.00
9;92;Yes;4;5;92.00.00
4;87;No;8;4;67.00.00
6;70;Yes;7;2;59.00.00
5;76;No;6;6;61.00.00
5;83;Yes;5;6;69.00.00
4;67;No;9;3;53.00.00
2;70;No;6;9;48.00.00
6;45;Yes;8;1;32.00.00
9;53;No;5;1;47.00.00
1;97;No;7;7;71.00.00
7;62;No;4;3;48.00.00
6;55;No;8;6;43.00.00
3;64;Yes;5;2;44.00.00
1;78;Yes;4;8;53.00.00
4;41;Yes;5;9;24.00.00
9;77;Yes;9;8;76.00.00
2;80;No;8;6;58.00.00
3;78;No;5;6;59.00.00
2;73;No;7;0;51.00.00
2;90;No;5;9;68.00.00
8;79;Yes;8;7;73.00.00
3;82;Yes;5;1;60.00.00
7;64;Yes;4;7;56.00.00
8;75;No;4;1;66.00.00
3;55;No;9;0;34.00.00
2;96;No;6;7;75.00.00
8;57;No;9;3;53.00.00
3;52;Yes;6;9;31.00.00
7;98;Yes;7;5;88.00.00
1;76;Yes;4;9;48.00.00
6;66;No;6;9;56.00.00
9;73;Yes;5;0;67.00.00
3;50;No;7;8;29.00.00
7;40;Yes;8;6;30.00.00
6;52;Yes;6;4;40.00.00
8;69;No;9;5;64.00.00
3;44;No;6;2;23.00
3;57;No;9;8;39.00.00
4;53;Yes;9;1;33.00.00
3;52;Yes;4;9;33.00.00
9;71;Yes;7;0;68.00.00
4;46;Yes;9;0;32.00.00
6;47;No;4;9;33.00.00
8;89;Yes;4;1;83.00.00
8;46;No;9;5;41.00.00
5;91;Yes;7;5;76.00.00
5;88;No;5;8;76.00.00
6;55;No;6;9;45.00.00
7;82;Yes;4;3;72.00.00
7;70;Yes;6;7;60.00.00
4;90;No;7;3;75.00.00
6;66;Yes;5;2;55.00.00
7;99;No;8;3;91.00.00
5;72;Yes;5;0;56.00.00
5;92;Yes;7;8;77.00.00
2;68;Yes;5;4;47.00.00
7;47;Yes;8;6;37.00.00
6;72;Yes;4;2;61.00.00
1;80;No;5;4;58.00.00
4;58;Yes;9;9;42.00.00
3;60;No;9;3;40.00.00
3;80;No;7;6;59.00.00
7;60;No;5;4;53.00.00
4;64;Yes;8;1;47.00.00
8;81;No;7;2;72.00.00
9;95;No;5;7;90.00.00
3;62;No;7;2;43.00.00
5;50;No;9;6;35.00.00
4;72;No;8;4;52.00.00
6;59;No;4;6;47.00.00
4;64;Yes;8;9;50.00.00
8;65;No;4;8;57.00.00
3;79;No;6;6;58.00.00
5;91;Yes;9;5;78.00.00
1;51;No;9;0;25.00.00
6;71;Yes;9;3;64.00.00
5;72;Yes;8;7;61.00.00
8;49;No;4;0;42.00.00
9;43;No;6;5;39.00.00
8;54;Yes;6;1;46.00.00
8;90;Yes;6;8;88.00.00
3;45;Yes;7;7;26.00.00
4;66;Yes;8;8;49.00.00
4;44;No;8;8;34.00.00
5;44;Yes;9;1;31.00.00
9;57;Yes;8;1;52.00.00
9;67;Yes;8;8;68.00.00
1;74;No;7;1;50.00.00
8;98;Yes;8;3;93.00.00
1;61;Yes;4;1;32.00.00
2;73;No;6;0;48.00.00
7;43;No;7;9;36.00.00
8;57;Yes;7;6;54.00.00
1;80;Yes;9;4;55.00.00
3;90;Yes;8;2;74.00.00
7;65;No;6;7;53.00.00
9;81;No;4;4;76.00.00
8;61;Yes;6;0;54.00.00
8;86;Yes;5;8;80.00.00
9;72;Yes;6;4;68.00.00
3;82;No;4;2;63.00.00
8;53;Yes;4;5;46.00.00
1;70;Yes;4;7;45.00.00
8;49;No;7;1;43.00.00
7;90;Yes;7;2;83.00.00
8;63;No;5;6;56.00.00
1;60;No;6;1;29.00.00
6;87;Yes;8;4;79.00.00
7;47;No;9;8;40.00.00
5;71;No;5;6;55.00.00
5;70;Yes;8;2;55.00.00
7;73;No;8;1;65.00.00
3;62;No;5;9;41.00.00
6;64;Yes;6;8;53.00.00
7;46;Yes;9;8;41.00.00
1;58;Yes;8;8;34.00.00
2;46;Yes;7;9;23.00
4;86;Yes;7;2;70.00.00
8;47;No;5;0;38.00.00
6;53;No;9;8;45.00.00
1;40;No;9;6;14.00
5;52;No;8;1;37.00.00
7;42;No;5;5;33.00.00
6;92;Yes;9;8;81.00.00
9;67;Yes;9;7;68.00.00
8;77;Yes;7;5;76.00.00
4;90;Yes;5;5;74.00.00
5;54;No;8;7;41.00.00
7;75;Yes;8;8;70.00.00
8;92;Yes;7;7;89.00.00
5;42;No;4;0;25.00.00
9;43;No;4;1;36.00.00
4;44;Yes;9;5;27.00.00
4;89;No;6;7;71.00.00
8;65;No;7;3;56.00.00
1;64;Yes;6;3;41.00.00
8;49;No;9;1;41.00.00
5;47;Yes;7;9;34.00.00
1;51;No;8;0;23.00
4;93;No;7;9;78.00.00
2;97;No;5;8;76.00.00
4;98;No;6;6;78.00.00
8;42;Yes;7;8;38.00.00
5;66;No;6;1;48.00.00
1;89;Yes;9;9;65.00.00
7;62;Yes;7;4;59.00.00
1;79;No;4;1;52.00.00
9;97;No;6;9;97.00.00
3;72;Yes;8;6;54.00.00
3;53;No;8;8;34.00.00
6;93;No;7;2;80.00.00
6;62;Yes;8;0;54.00.00
6;70;No;8;3;63.00.00
1;52;Yes;6;3;26.00.00
5;96;No;7;5;85.00.00
6;51;No;6;4;40.00.00
8;74;No;7;4;68.00.00
1;57;No;8;8;32.00.00
5;60;No;7;0;44.00.00
3;84;No;9;7;70.00.00
2;86;Yes;7;7;66.00.00
8;81;Yes;5;7;76.00.00
7;40;No;7;2;29.00.00
7;77;No;5;9;70.00.00
